src,tgt,src_lang,tgt_lang,domain
"Extremely disappointed with the service provided by Myntra. Despite reaching out multiple times regarding an issue with an order, there has been no resolution. Customer service representatives seem to lack the ability or willingness to address concerns effectively. Additionally, promises made to assist with returns were not upheld. This experience has left me frustrated and dissatisfied. I would caution others against using Myntra until they can improve their customer service standards.","ಮೈಂತ್ರಾದ ಸೇವೆಯಿಂದ ನನಗೆ ಅತಿ ಹೆಚ್ಚಾಗಿ ಬೇಸರವಾಗಿದೆ . ನಾನು ಆದೇಶ ಸಂಬಂಧಿತ ವಿಷಯಕ್ಕಾಗಿ ಬಹಳಷ್ಟು ಸಾರಿ ಸಂಪರ್ಕಿಸಿದರೂ ಸಹ ಯಾವುದೇ ಸ್ಪಷ್ಟ ನಿವಾರಣೆ ದೊರಕಲಿಲ್ಲ. ಗ್ರಾಹಕ ಸೇವಾ ಪ್ರತಿನಿಧರು ಸಮಸ್ಯೆ ಪರಿಹರಿಸುವಲ್ಲದೇ, ಸೂಕ್ತ ಸ್ಪಂದನೆ ನೀಡಲು ಆಸಕ್ತಿಯೂ ತೋರಿಸಲಿಲ್ಲ. ರಿಟರ್ನ್ ಸಹಾಯ ಮಾಡುವುದಾಗಿ ಹೇಳಿದರೂ, ಕೊನೆಗೆ ಯಾವ ಸಹಾಯವೂ ಮಾಡಲಿಲ್ಲ. ಇದು ನನ್ನಲ್ಲಿ ತುಂಬಾ ಬೇಸರ ಮತ್ತು ಕುಗ್ಗುಹಾಸು ಉಂಟುಮಾಡಿದೆ. ಮೈಂತ್ರಾ ತಮ್ಮ ಸೇವೆಯ ಗುಣಮಟ್ಟವನ್ನು ಸುಧಾರಿಸುವ ತನಕ, ಇದನ್ನು ಬಳಸುವದಕ್ಕೆ ಮುನ್ನ ಜನರು ಎರಡು ಬಾರಿ ಯೋಚಿಸಬೇಕು ಅನ್ನಿಸುತ್ತೆ.",English,Kannada,F
I've been shopping on Myntra since 2018. Shopping experience is awesome. Wide range of collection with economical prices and good quality. Easy buys and return/exchange. None of the delivery was delayed till date.,"2018ರಿಂದಲೇ ನಾನು ಮಿಂತ್ರಾದಲ್ಲಿ ಶಾಪಿಂಗ್ ಮಾಡುತ್ತಿರುವೆ. Shopping ಅನುಭವದ ಬಗ್ಗೆ ಹೇಳಬೇಕಾದರೆ ಬಹಳ ಅದ್ಭುತವಾಗಿದೆ. ವ್ಯಾಪಕವಾದ ಸಂಗ್ರಹ, ಸಮರ್ಚಿತ ಬೆಲೆಗಳು ಮತ್ತು ಒಳ್ಳೆಯ ಕ್ವಾಲಿಟಿ ನೀಡುವಿಕೆ ಇನ್. ಸುಲಭವಾಗಿ ಖರೀದಿ ಮಾಡಬಹುದಾದಂತೆ ಮತ್ತು return/exchange ಪ್ರಕ್ರಿಯೆಯು ಸರಳವಾಗಿದೆ. ಈವರೆಗೆ ಒಂದು ಡೆಲಿವರಿಯೂ ತಡವಾಗಿಲ್ಲ.",English,Kannada,F
"My experience was good, I ordered shoes with size 9 but they appear to be bigger so I requested for exchyit happed on time and I am pritty much happy with the product.","ನನ್ನ ಅನುಭವ ಒಳ್ಳೇದಾಗಿತ್ತು, ನಾನು ಗಾತ್ರ 9 ಇರುವ shoes  ಆರ್ಡರ್ ಮಾಡಿದ್ದೆ, ಆದರೆ ಅವು ದೊಡ್ಡದಾಗಿ ತೋರುವುದರಿಂದ ನಾನು ಬದಲಿಯನ್ನು ಕೇಳಿದ್ದೆ. ಅದು ಸಮಯಕ್ಕೆ ಸರಿಯಾಗಿ ನಡೆಯಿತು ಮತ್ತು ನಾನು ಪಧಾರ್ಥದಿಂದ ತುಂಬಾ ಆನಂದವಾಗಿದ್ದೇನೆ.",English,Kannada,F
"THINK TWICE BEFORE BUY FROM MYNTRS. Old ,soiled white blazer was sent and immediately on the same day I've raised return request and attached photos & review. Again they are asking to attach photo in App where i am unable to upload photos. Their App, refund policy and customer service is pathetic.","ಮಿಂತ್ರಾದಿಂದ ಖರೀದಿಸಲು ಎರಡು ಸಲ ಯೋಚಿಸಿ. ಹಳೆಯ, ಮಲಿನವಾದ ಬಿಳಿ ಬ್ಲೇಜರ್ ನನಗೆ ಕಳುಹಿಸಲಾಯಿತು ಮತ್ತು ನಾನು ತಕ್ಷಣವೇ ಹಿಂತಿರುಗುವ ವಿನಂತಿಯನ್ನು ತಕ್ಷಣವೇ ಸಲ್ಲಿಸಿದ್ದೇನೆ, ಫೋಟೋಗಳು ಮತ್ತು ವಿಮರ್ಶೆಯನ್ನು ಅಟಾಚ್ ಮಾಡಿದ್ದೇನೆ. ಮತ್ತೆ ಅವರು ಆಪ್‌ನಲ್ಲಿ ಫೋಟೋ ಅಟಾಚ್ ಮಾಡಲು ಕೇಳುತ್ತಿದ್ದಾರೆ, ಆದರೆ ನಾನು photoಗಳನ್ನು ಅಪ್‌ಲೋಡ್ ಮಾಡಲು ಸಾಧ್ಯವಾಗುತ್ತಿಲ್ಲ. ಅವರ ನವೀಕರಣ, ವಾಪಸಿ ನೀತಿ ಮತ್ತು ಗ್ರಾಹಕ ಸೇವೆ ಜಾಸ್ತಿಯಾಗಿ ಕೆಟ್ಟದ್ದಾಗಿದೆ. ಇದು ಹೇಗೆ ಬಂದಿದೆ?",English,Kannada,F
"I ordered a shirt from Myntra, but despite the app indicating it was delivered, I haven't received it. When I contacted their customer support, I was informed they couldn't assist as the 72-hour timeline had passed. This lack of assistance feels unprofessional and disappointing.","ನಾನು Myntraದಿಂದ ಒಂದು ಅಂಗಿ ಆರ್ಡರ್ ಮಾಡಿದ್ದೆ, ಆದರೆ ಆಪ್‌ದಲ್ಲಿ ಸಾಗಾಣಿಕೆ ಆಗಿದೆಯೆಂದು ತೋರಿಸುತ್ತಿದ್ದರೂ, ನನಗೆ ಅದನ್ನು ಪಡೆಯಲಿಲ್ಲ. ನಾನು ಅವರ ಗ್ರಾಹಕ ಸೇವೆಗೆ ಸಂಪರ್ಕಿಸಿದಾಗ, 72 ತಾಸುಗಳ ಕಾಲ ಸೀಮಿತಿಯು ಮುಗಿದಿರುವುದರಿಂದ ಅವರು ನನಗೆ ಯಾವುದೇ ಸಹಾಯ ನೀಡಲು ಆಗಲಿಲ್ಲ ಎಂದು ಹೇಳಿದರು. ಈ ರೀತಿಯ ನೆರವು ಇಲ್ಲದ ಸ್ಥಿತಿ ಬಹುಶಃ ವೃತ್ತಿಪರತೆಯ (unprofessional)ಕೊರತೆ ಮತ್ತು ನಿರಾಶೆಯುಂಟುಮಾಡುತ್ತದೆ.",English,Kannada,F
I am order in myntra but ordered product is bad quality So I am requested to return the product.In pick up steps they are not calling they only sent message and after few minutes they sent pickup unsuccessful message it happenes 4 times and exceeded the pick up time limit.I have experienced worst customer service.,"ನಾನು ಮೈಂತ್ರಾದಲ್ಲಿ ಆದೇಶ ಮಾಡಿದರೂ, ಆದೇಶ ಮಾಡಿದ ಉತ್ಪನ್ನದ quality ಕಲಿಕಿಯಾಗಿದೆ . ಆದ್ದರಿಂದ ನಾನು ಅದನ್ನು ವಾಪಸ್ ಮಾಡಲು ವಿನಂತಿಸಿದ್ದೇನೆ. pick up ಹಂತಗಳಲ್ಲಿ ಅವರು ಕರೆ ಮಾಡುತ್ತಿಲ್ಲ, ಅವರು ಕೇವಲ ಸಂದೇಶವನ್ನು ಕಳುಹಿಸಿ, ಕೆಲವು ನಿಮಿಷಗಳಲ್ಲಿ 'ಪಿಕಪ್ ವಿಫಲ' ಎಂದು ಸಂದೇಶ ಕಳುಹಿಸುತ್ತಾರೆ. ಇದು 4 ಬಾರಿ ಸಂಭವಿಸಿತು ಮತ್ತು pick up ಸಮಯ ಮಿತಿಯನ್ನು ಮೀರಿ ಹೋಗಿದೆ. ನನಗೆ ಅತ್ಯಂತ ಕೆಟ್ಟ ಗ್ರಾಹಕ ಸೇವೆಯ experience ಆಯಿತು.",English,Kannada,F
"Great Myntra! Now it's became a spam platform, I ordered 3 reslag full cargo pants rs1024+20rs platform charges+ delivery charges and it's send duplicate carbon company half transparent pants. When I return it's return only 1024. Not platform fee, why where is my rs20 and shipping charges, these scam is going on, I recommend don't use Myntra instead of use Flipkart it's return policy is better and no extra charges.","ಚೆನ್ನಾಗಿತ್ತು, ಮಿಂತ್ರಾ! ಈಗ ಇದು spam platform ಆಗಿ ರೂಪಾಂತರಗೊಂಡಿದೆ. ನಾನು 3 reslag ಫುಲ್ ಕಾರ್ಗೋ ಪ್ಯಾಂಟ್‌ಗಳನ್ನು ಆರ್ಡರ್ ಮಾಡಿದ್ದೆ 1024 ರೂ + 20 ರೂ ಪ್ಲಾಟ್‌ಫಾರ್ಮ್ ಶುಲ್ಕ + ಡೆಲಿವರಿ ಶುಲ್ಕ ಮತ್ತು ಅವರು ನನಗೆ duplicate ಕಾರ್ಬನ್ ಕಂಪನಿಯ ಅರ್ಧ ಪಾರದರ್ಶಕ ಪ್ಯಾಂಟ್‌ಗಳನ್ನು ಕಳುಹಿಸಿದರು. ನಾನು ಅದನ್ನು ವಾಪಸ್ ಮಾಡಿದಾಗ, ಅವರು ಕೇವಲ 1024 ರೂ ಮಾತ್ರ ವಾಪಸು ಮಾಡಿದ್ದಾರೆ. ಪ್ಲಾಟ್‌ಫಾರ್ಮ್ ಶುಲ್ಕ ಮತ್ತು ಶಿಪ್ಪಿಂಗ್ ಶುಲ್ಕ ಏಕೆ ವಾಪಸ್ ಆಗಿಲ್ಲ? ಈ ರೀತಿಯ ಕುತಂತ್ರಗಳು ನಡೆಯುತ್ತಿವೆ. ನಾನು ಸಲಹೆ ನೀಡುತ್ತೇನೆ, ಮಿಂತ್ರಾ ಬಳಸುವುದನ್ನು ತಲುಪದೆ, Flipkart ಅನ್ನು ಬಳಸಿರಿ. ಅದರ ವಾಪಸ್ ನೀತಿ ಉತ್ತಮವಾಗಿದೆ ಮತ್ತು ಯಾವುದೇ ಹೆಚ್ಚುವರಿ charges ಇಲ್ಲ.",English,Kannada,F
"It's a very good platform to buy cloths with good quality, it's convenient and have various options.","ಇದು ಉತ್ತಮ ಕ್ವಾಲಿಟಿ ಉಡುಪುಗಳನ್ನು ಕೊಂಡುಕೊಳ್ಳಲು ತುಂಬಾ ಉತ್ತಮ ವೇದಿಕೆ ಆಗಿದೆ, ಇದು ಸೌಕರ್ಯಕರವಾಗಿದೆ  ಮತ್ತು various ಆಯ್ಕೆಗಳನ್ನು ನೀಡುತ್ತದೆ.",English,Kannada,F
"I am shopping in Myntra for past 7-8 years now, I was an elite customer but after my recent order I was degraded to insider and also I am not able to use any coupon, not able to contact Myntra customer care. I filled a complaint also on their customer care number but after then even the customer care option has become unavailable on my Myntra app. I've spent a lot of money buying clothes from this app but now they've become worst company who loot their customers. Never gonna recommend Myntra.","ನಾನು past 7-8 years Myntraದಲ್ಲಿ ಶಾಪಿಂಗ್ ಮಾಡುತ್ತಿದ್ದೇನೆ ಮತ್ತು ನಾನು ಎಲೈಟ್ ಗ್ರಾಹಕನಾಗಿದ್ದೆ, ಆದರೆ ನನ್ನ ಇವತ್ತಿನ ಆರ್ಡರ್ ನಂತರ ನನಗೆ ಇನ್‌ಸೈಡರ್ ಗ್ರಾಹಕರಾಗಲು ಕುಸಿತ ಮಾಡಲಾಗಿದೆ. ಇನ್ನೂ, ನಾನು ಯಾವುದೇ coupon ಅನ್ನು ಬಳಸಲು ಸಾಧ್ಯವಿಲ್ಲ ಮತ್ತು ನಾನು Myntra ಗ್ರಾಹಕ ಸೇವೆಯನ್ನು ಸಂಪರ್ಕಿಸಲು ವಿಫಲವಾಗಿದೆ. ನಾನು ಅವರ ಗ್ರಾಹಕ ಸೇವೆ ಸಂಖ್ಯೆಗೆ complaint ಸಲ್ಲಿಸಿದ್ದರೂ, ನಂತರ ಗ್ರಾಹಕ ಸೇವೆ ಆಯ್ಕೆ Myntra ಆಪ್‌ನಲ್ಲಿ ಲಭ್ಯವಿಲ್ಲವಾಗಿಯೂ ತಿರುವಾಗಿದೆ. ನಾನು ಈ ಆಪ್‌ನಿಂದ ಉಡುಪುಗಳನ್ನು ಖರೀದಿಸಲು ಬಹುಮಾನವಾದ ದುಡ್ಡನ್ನು ವ್ಯಯ ಮಾಡಿದ್ದೇನೆ, ಆದರೆ ಈಗ ಅವರು ತಮ್ಮ ಗ್ರಾಹಕರನ್ನು worst ತರುವ ಕಂಪನಿಯಾಗಿ ಪರಿಗಣಿತವಾಗಿದ್ದಾರೆ. ನಾನು ಇನ್ನೇನು Myntraವನ್ನು ಶಿಫಾರಸು ಮಾಡುವುದಿಲ್ಲ.",English,Kannada,F
Myntra is not customer friendly. It's very difficult to connect with customercare. I am trying to return a product from last one month. Every time they are telling by this time we take back the product but not taking return. I raised 5 to 6 complaints but no use. Look like big scam daily lakshs products sold thousands of customers wants to return product due to various reasons. All there money blocking months together. Kindly try avoid purchases from Myntra. Even I will raise with consumer forum,"ಮಿಂತ್ರಾ ಗ್ರಾಹಕ friendly ಅಲ್ಲ. ಗ್ರಾಹಕ ಸೇವೆಯನ್ನು ಕನೆಕ್ಟ್ ಆಗಲು ಬಹುಶಕ್ತಿಯಾಗಿದೆ. ನಾನು ಕಳೆದ ಒಂದು ತಿಂಗಳಿನಿಂದ ಒಂದು ಉತ್ಪನ್ನವನ್ನು ವಾಪಸ್ ಮಾಡಲು ಪ್ರಯತ್ನಿಸುತ್ತಿದ್ದೇನೆ. ಪ್ರತಿಯೊಂದು ಸಲವೂ ಅವರು ""ಈ ಸಮಯದಲ್ಲಿ ನಾವು ಉತ್ಪನ್ನವನ್ನು ವಾಪಸ್ ಮಾಡುತ್ತೇವೆ"" ಎಂದು ಹೇಳುತ್ತಾರೆ, ಆದರೆ ವಾಪಸ್ ಪಡೆಯುತ್ತಿಲ್ಲ. ನಾನು 5-6 ದೂರುಗಳನ್ನು ದಾಖಲಿಸಿದ್ದರೂ ಯಾವುದೇ ಪ್ರಯೋಜನವಾಗಿಲ್ಲ. ಇದು ದೊಡ್ಡ ಮೋಸವೇನೆಂದು ತೋರುತ್ತದೆ, ಪ್ರತಿದಿನವೂ ಲಕ್ಷಾಂತರ ಉತ್ಪನ್ನಗಳು ಮಾರಾಟವಾಗುತ್ತವೆ ಮತ್ತು ಸಾವಿರಾರು ಗ್ರಾಹಕರು ವಿವಿಧ ಕಾರಣಗಳಿಂದ ಉತ್ಪನ್ನವನ್ನು ವಾಪಸ್ ಮಾಡಲು ಬಯಸುತ್ತಾರೆ. ಅವರ ಧನವೂ ತಿಂಗಳ ಅನಂತರ ಅಡ್ಡಿಗೊಂಡಿದೆ. ದಯವಿಟ್ಟು ಮಿಂತ್ರಾದಿಂದ ಖರೀದಿ ಮಾಡಲು ತಪ್ಪಿಸಿ. ನಾನು ಗ್ರಾಹಕರ forum ದೂರು ನೀಡುವುದಾಗಿ ನಿಶ್ಚಯಿಸಿದ್ದೇನೆ.",English,Kannada,F
"Worst service,, I ordered something thrice but dint receive,, even once,, the delivery person doesn't even bother to deliver it,, been calling him/ her non stop,, but no response,,, worst app ,,,never faced such problems with flipcart and Amazon","ಅತ್ಯಂತ ಕಳಪೆ ಸೇವೆ, ನಾನು ಏನೋ ಮೂರು ಬಾರಿ ಆರ್ಡರ್ ಮಾಡಿದರೂ ನನಗೆ ಇನ್ನೂ ಕೆಲವೊಮ್ಮೆ ಸರಕನ್ನು ಲಭಿಸಿಲ್ಲ, ಡೆಲಿವರಿ ಮಾಡಿದ person ನನಗೆ ಸರಕನ್ನು ಡೆಲಿವರ್ ಮಾಡಲು ಆಸಕ್ತಿಯಿಲ್ಲ, ನಾನು ಅವನನ್ನು/ಅವಳನ್ನು non stop ಕರೆ ಮಾಡಿದ್ದರೂ ಪ್ರತಿಕ್ರಿಯೆ ಇಲ್ಲ, ಅತ್ಯಂತ ಕೆಟ್ಟ ಆಪ್, flipcart ಮತ್ತು Amazonನೊಂದಿಗೆ ನಾನು ಯಾವುದೇ ಸುದ್ಧಿ ಅನುಭವಿಸಿಲ್ಲ.",English,Kannada,F
"Variety of products in the App which is very user friendly. Superb customer service interms of delivery, exchange or return","ನವೀಕರಣದಲ್ಲಿ ಹಲವಾರು ವಸ್ತುಗಳು ಇವೆ, ಇದು ಉಪಯೋಗದಾರರ friendly. ಡೆಲಿವರಿ, exchange ಅಥವಾ ವಾಪಸ್ ಮಾಡುವ ವಿಚಾರದಲ್ಲಿ ಅತ್ಯುತ್ತಮ ಕಸ್ಟಮರ್ ಸರ್ವಿಸ್.",English,Kannada,F
Shopping with Myntra is really amazing as lots of varieties....latest and quality products....easy returns policy....😍,"ಮಿಂತ್ರಾದಲ್ಲಿ ಕೊಳ್ಳುವುದು ಮಾಡುವುದು ಹೆಚ್ಚು ಅದ್ಭುತವಾಗಿದೆ ಏಕೆಂದರೆ ಹಲವಾರು ವಿಭಿನ್ನ ಆಯ್ಕೆಗಳು, ನವೀನ ಮತ್ತು ಗುಣಮಟ್ಟದ ಸರಕುಗಳು, ಸುಲಭ ವಾಪಸ್ ನೀತಿ...😍",English,Kannada,F
I had placed an order on 2nd June. There was a size issue with that order. I requested for a return through the app.Next day I received a call from the agent for return pickup. But that day I'm on weekly off from office.I requested the agent to complete the return process next day. I am on weekly off today. I have been getting regular messages for 3 days that the agent is coming for pickup today. then massage aata hai ki pickup failed due to unforeseen circumstances. We will try today.,"ನಾನು 2nd June ರಂದು ಒಂದು ಆರ್ಡರ್ ನೀಡಿದ್ದೆ. ಆ ಆರ್ಡರ್‌ನೊಂದಿಗೆ ಗಾತ್ರದ ಸಮಸ್ಯೆ ಆಗಿತ್ತು. ನಾನು ಆಪ್ ಮೂಲಕ ವಾಪಸ್ ಮಾಡಲು ವಿನಂತಿ ಮಾಡಿದೆ. ಮುಂದಿನ ದಿನದಲ್ಲಿ ನಾನು ರಿಟರ್ನ್ ಪಿಕಪ್‌ಗೆ ನಿಯೋಜಿತ ಮನುಷ್ಯನಿಂದ ಒಂದು ಕರೆ ಪಡೆದಿದ್ದೇನೆ. ಆದರೆ ಆ ದಿನ ನಾನು ಕಚೇರಿಯಿಂದ ವಾರದ ರಜೆ ಮೇಲೆ ಇದ್ದೇನೆ. ನಾನು ಏಜೆಂಟ್‌ಗೆ ವಿನಂತಿ ಮಾಡಿದ್ದೇನೆ, ದಯವಿಟ್ಟು ವಾಪಸ್ ಪ್ರಕ್ರಿಯೆಯನ್ನು ಮುಂದಿನ ದಿನದಲ್ಲಿ ಪೂರ್ಣಗೊಳಿಸಲು. ನಾನು ಇಂದು ವಾರದ ರಜೆ ಮೇಲೆ ಇದ್ದೇನೆ. ನಾನು 3 ದಿನಗಳಿಂದ ನಿಯಮಿತವಾಗಿ ಸಂದೇಶಗಳನ್ನು ಪಡೆಯುತ್ತಿದ್ದೇನೆ, 'ಏಜೆಂಟ್ ಇಂದು ಪಿಕಪ್‌ಗೆ ಬರುತ್ತಿದ್ದಾರೆ' ಎಂದು, ನಂತರ ಸಂದೇಶ ಬರುತ್ತದೆ, 'ಅನಿರೀಕ್ಷಿತ ಪರಿಸ್ಥಿತಿಗಳಿಂದ ಪಿಕಪ್ ವಿಫಲವಾಗಿದೆ. ನಾವು ಇಂದು ಪ್ರಯತ್ನಿಸೋಣ.'",English,Kannada,F
It has the worst customer service. I tried to connect to their employees but it's impossible to actually talk to someone. I've tried it more than 5 times and each time I'm selecting the option to talk to the customer service employees it's getting back to the main menu. It's something important and I'm not able to talk to anyone.,"ಇದಕ್ಕೆ ಅತ್ಯಂತ ಕೇಡು ಗ್ರಾಹಕ ಸೇವೆ ಇದೆ. ನಾನು ಅವರ ನೌಕರರೊಂದಿಗೆ ಸಂಪರ್ಕಿಸಲು ಪ್ರಯತ್ನಿಸಿದ್ದೇನೆ ಆದರೆ ವಾಸ್ತವದಲ್ಲಿ ಯಾರನ್ನಾದರೂ ಮಾತನಾಡುವುದು ಅಸಾಧ್ಯವಾಗಿದೆ. ನಾನು ಇದನ್ನು 5 ಕ್ಕೂ ಹೆಚ್ಚು ಬಾರಿ ಪ್ರಯತ್ನಿಸಿದ್ದೇನೆ ಮತ್ತು ಪ್ರತಿಯೊಮ್ಮೆ ನಾನು ಗ್ರಾಹಕ ಸೇವೆಯ ನೌಕರರೊಂದಿಗೆ ಮಾತನಾಡಲು ಆಯ್ಕೆ ಮಾಡಿದ್ದರೂ, ಅದು ಮುಖ್ಯ menuಗೆ ಹಿಂತಿರುಗುತ್ತದೆ. ಇದು ತುಂಬಾ ಪ್ರಮುಖ ವಿಷಯವಾಗಿದೆ ಮತ್ತು ನಾನು ಯಾರೊಂದಿಗೆ ಮಾತಾಡಲು ಸಹ ಸಾಧ್ಯ ಆಗುತ್ತಿಲ್ಲ.",English,Kannada,F
"Worst app in all platforms. Worst customer experience in my whole life. The agents are rude,un professional and won't help you at any cost. I ordered many items as it's Myntra sale going on the Myntra Cred UPI cashback valid only for 1st -30th April but Myntra payment options available offers still showed the cashback available on the purchases. I went ahead and bought it through cred UPI. This is misleading and the this is Myntra's fault to not notice this, 0 customer centric company.","ಎಲ್ಲಾ ವೇದಿಕೆಗಳಲ್ಲಿಯೂ ಅತ್ಯಂತ ಕಳಪೆ ಆಪ್. ನನ್ನ ಒಟ್ಟು ಜೀವನದಲ್ಲಿ ಅತ್ಯಂತ ಕೆಟ್ಟ ಗ್ರಾಹಕ ಅನುಭವ. agents ಪ್ರಾಯೋಗಿಕವಾಗಿ ದುಷ್ಕರ, ಅಪ್ರಮಾಣಿಕ ಮತ್ತು ಯಾವುದೇ ಬೆಲೆಗೆ ನೆರವೂ ಮಾಡುವುದಿಲ್ಲ. ನಾನು ಅನೇಕ itemsಗಳನ್ನು ಆರ್ಡರ್ ಮಾಡಿದೆ ಏಕೆಂದರೆ ಮಿಂತ್ರಾ ಮಾರಾಟ ನಡೆಯುತ್ತಿದ್ದುದರಿಂದ, ಮಿಂತ್ರಾ ಕ್ರೆಡ್ UPI ಕ್ಯಾಶ್‌ಬ್ಯಾಕ್ 1-30 ಎಪ್ರಿಲ್‌ನಲ್ಲಿ ಮಾತ್ರ ಮಾನ್ಯವಾಗಿತ್ತು, ಆದರೆ ಮಿಂತ್ರಾ payment ಆಯ್ಕೆಗಳಲ್ಲಿ ಕ್ಯಾಶ್‌ಬ್ಯಾಕ್ ಇನ್ನೂ ಲಭ್ಯವಿತ್ತು. ನಾನು ಇದನ್ನು ಗ್ರಾಹಕ ಮಾರ್ಗದರ್ಶನ ಅನುಸರಿಸಿ ಕ್ರೆಡ್ UPI ಮೂಲಕ ಖರೀದಿಸಿದೆ. ಇದು ತಪ್ಪು ಮಾರ್ಗದರ್ಶನ ಮತ್ತು ಇದು ಮಿಂತ್ರಾದ ತಪ್ಪು, 0 ಗ್ರಾಹಕ ಕೇಂದ್ರೀಕೃತ company.",English,Kannada,F
"First time a worst ever experience from myntra, since few months. Ordered item is automatically cancelled, exchage is delayed for many days nd even for month. If return option is selected, self return is being showed and if we give slef return no receipt is given by the warehouse when returning the item, nd refund is not initiated. Product size issue also been more, if i ordered size 10, size delivered 9 or 11, which resulting in all the problem.worst experience from myntra 4m past few months.","ಮೈಂತ್ರಾದಿಂದ ಈಗಿನವರೆಗೆ ಮೊದಲ ಬಾರಿ ಅತ್ಯಂತ ಕೆಟ್ಟ ಅನುಭವ. ಕೆಲವು ತಿಂಗಳಿನಿಂದ ಆರ್ಡರ್ ಮಾಡಿದ ಐಟಂಗಳು ಸ್ವಯಂಚಾಲಿತವಾಗಿ ರದ್ದು ಮಾಡಲಾಗುತ್ತಿದೆ, ವಿನಿಮಯವು ಹಲವು ದಿನಗಳ ಕಾಲ ವಿಳಂಬವಾಗಿದೆ ಮತ್ತು ಕೆಲವೊಮ್ಮೆ ಒಂದು ತಿಂಗಳ ಕಾಲವೂ ವಿಳಂಬವಾಗುತ್ತದೆ. ವಾಪಸ್ ಆಯ್ಕೆಯನ್ನು ಆಯ್ಕೆ ಮಾಡಿದರೆ, ಸ್ವಯಂ ವಾಪಸ್ ಎಂದು ತೋರಿಸಲಾಗುತ್ತದೆ ಮತ್ತು ನಾವು ಸ್ವಯಂ ವಾಪಸ್ ಮಾಡಿದರೆ ಗೋಡುದಲ್ಲಿ ಯಾವುದೇ ರಶೀದಿ ನೀಡಲಾಗುವುದಿಲ್ಲ, ಮತ್ತು ರಿಫಂಡು ಪ್ರಾರಂಭವಾಗುವುದಿಲ್ಲ. ಉತ್ಪನ್ನ ಗಾತ್ರದ ಸಮಸ್ಯೆಯೂ ಹೆಚ್ಚಾಗಿದೆ, ನಾನು ಗಾತ್ರ 10 ಆರ್ಡರ್ ಮಾಡಿದರೆ, ಗಾತ್ರ 9 ಅಥವಾ 11 ಡೆಲಿವರ್ ಆಗುತ್ತಿದೆ, ಇದು ಎಲ್ಲಾ ಸಮಸ್ಯೆಗಳಿಗೆ ಕಾರಣವಾಗುತ್ತಿದೆ. ಕಳೆದ ಕೆಲವು ತಿಂಗಳುಗಳಿಂದ ಮೈಂತ್ರಾದಿಂದ ಹೆಚ್ಚಾದ ಕೆಟ್ಟ ಅನುಭವ.",English,Kannada,F
